"year","lon","lat","address"
2014,-122.747505,45.593742,"9213 n oswego ave, portland, or 97203, usa"
2014,-122.651382,45.5716797,"1314 ne dekum st, portland, or 97211, usa"
2014,-122.644093,45.56961,"2116 ne rosa parks way, portland, or 97211, usa"
2014,-122.630354,45.557621,"4744 ne 33rd ave, portland, or 97211, usa"
2014,-122.7241994,45.5873786,"8955 n clarendon ave, portland, or 97203, usa"
2014,-122.649871,45.573754,"7032 ne 15th ave, portland, or 97211, usa"
2015,-122.685444,45.560328,"1724 n sumner st, portland, or 97217, usa"
2014,-122.652399,45.460982,"1325 se clatsop st, portland, or 97202, usa"
2014,-122.703803,45.468592,"2625 sw troy st, portland, or 97219, usa"
2014,-122.7197404,45.5874176,"8953 n courtenay ave, portland, or 97203, usa"
2014,-122.728209,45.503765,"5000 sw humphrey blvd, portland, or 97221, usa"
2014,-122.651019,45.49706,"3526 se 14th ave, portland, or 97202, usa"
2014,-122.64905,45.4921549,"4234 se 16th ave, portland, or 97202, usa"
2014,-122.610815,45.50988,"5024 se mill st, portland, or 97215, usa"
2014,-122.6299476,45.5516388,"3330 ne shaver st, portland, or 97212, usa"
2014,-122.6021828,45.462474,"8448 se 60th ave, portland, or 97206, usa"
2014,-122.664992,45.55249,"4025 ne rodney ave, portland, or 97212, usa"
2015,-122.664991,45.551228,"3925 ne rodney ave, portland, or 97212, usa"
2014,-122.652095,45.549209,"3623 ne 14th ave, portland, or 97212, usa"
2014,-122.695343,45.444935,"11062 sw 16th dr, portland, or 97219, usa"
2014,-122.7149486,45.5342164,"1627 nw 32nd ave, portland, or 97210, usa"
2014,-122.610207,45.482237,"5041 se ellis st, portland, or 97206, usa"
2014,-122.670076,45.572317,"6815 n haight ave, portland, or 97217, usa"
2014,-122.6243419,45.5093195,"3764 se stephens st, portland, or 97214, usa"
2014,-122.6289074,45.5601677,"5119 ne 35th ave, portland, or 97211, usa"
2014,-122.709414,45.463732,"3203 sw spring garden st, portland, or 97219, usa"
2014,-122.58806,45.5548379,"4415 ne 73rd ave, portland, or 97218, usa"
2014,-122.499635,45.517008,"15902 se alder st, portland, or 97233, usa"
2015,-122.548651,45.485227,"5110 se 111th ave, portland, or 97266, usa"
2014,-122.785414,45.60028,"10829 nw front ave, portland, or 97231, usa"
2014,-122.6586697,45.5545485,"691 ne skidmore st, portland, or 97211, usa"
2014,-122.6911109,45.5757395,"7224 n boston ave, portland, or 97217, usa"
2014,-122.609047,45.482169,"5129 se ellis st, portland, or 97206, usa"
2014,-122.492824,45.508878,"16542 se stephens st, portland, or 97233, usa"
2014,-122.499875,45.524728,"307 ne 160th ave, portland, or 97230, usa"
2014,-122.8143024,45.6388215,"15322 nw sauvie island rd, portland, or 97231, usa"
2014,-122.58602,45.493649,"7434 se center st, portland, or 97206, usa"
2014,-122.605707,45.525371,"325 ne 57th ave, portland, or 97213, usa"
2014,-122.717932,45.578344,"7405 n olin ave, portland, or 97203, usa"
2015,-122.650737,45.570976,"1410 ne junior st, portland, or 97211, usa"
2014,-122.785461,45.600341,"10837 nw front ave, portland, or 97231, usa"
2014,-122.579689,45.521378,"8137 se ash st, portland, or 97215, usa"
2014,-122.579894,45.521379,"8125 se ash st, portland, or 97215, usa"
2014,-122.605839,45.483636,"5528 se insley st, portland, or 97206, usa"
2014,-122.664362,45.549117,"3614 ne rodney ave, portland, or 97212, usa"
2014,-122.606369,45.469546,"5503 se henderson st, portland, or 97206, usa"
2014,-122.6255968,45.4716517,"3620 se rural st, portland, or 97202, usa"
2014,-122.6453179,45.4609404,"1835 se clatsop st, portland, or 97202, usa"
2014,-122.636568,45.5605244,"5212 ne 28th ave, portland, or 97211, usa"
2014,-122.579742,45.526009,"426 ne 81st ave, portland, or 97213, usa"
2015,-122.65637,45.464111,"924 se tacoma st, portland, or 97202, usa"
2014,-122.580173,45.4670478,"8109 se lambert st, portland, or 97206, usa"
2014,-122.7353,45.463488,"8424 sw 57th ave, portland, or 97219, usa"
2014,-122.5743179,45.5033231,"8527 se clinton st, portland, or 97266, usa"
2014,-122.607174,45.5374849,"2025 ne 55th ave, portland, or 97213, usa"
2014,-122.633988,45.495351,"3805 se 31st ave, portland, or 97202, usa"
2014,-122.7000317,45.4335521,"12743 sw 22nd ave, lake oswego, or 97035, usa"
2014,-122.579713,45.525872,"416 ne 81st ave, portland, or 97213, usa"
2014,-122.513034,45.500904,"2924 se 145th ave, portland, or 97236, usa"
2014,-122.6233885,45.4716469,"3806 se rural st, portland, or 97202, usa"
2014,-122.6747945,45.5482012,"3519 n albina ave, portland, or 97227, usa"
2015,-122.640199,45.560431,"5205 ne 25th ave, portland, or 97211, usa"
2014,-122.672614,45.5538872,"4133 n kerby ave, portland, or 97217, usa"
2014,-122.659998,45.4646897,"8072 se 6th ave, portland, or 97202, usa"
2014,-122.644312,45.475958,"6531 se 21st ave, portland, or 97202, usa"
2014,-122.5468039,45.5555811,"11225 ne prescott st, portland, or 97220, usa"
2014,-122.577284,45.540314,"8315 ne brazee st, portland, or 97220, usa"
2014,-122.591971,45.4844099,"5264 se 69th ave, portland, or 97206, usa"
2014,-122.62831,45.569379,"6416 ne 35th ave, portland, or 97211, usa"
2014,-122.622971,45.478955,"3832 se woodstock blvd, portland, or 97202, usa"
2014,-122.722495,45.483289,"4419 sw flower st, portland, or 97221, usa"
2014,-122.631374,45.526216,"3206 ne glisan st, portland, or 97232, usa"
2015,-122.711711,45.443316,"3344 sw palatine st, portland, or 97219, usa"
2015,-122.751469,45.5897477,"7434 n charleston ave, portland, or 97203, usa"
2014,-122.605707,45.525234,"315 ne 57th ave, portland, or 97213, usa"
2014,-122.580173,45.4670478,"8109 se lambert st, portland, or 97206, usa"
2014,-122.6289662,45.4724931,"7110 se reed college pl, portland, or 97202, usa"
2014,-122.623118,45.5511399,"3960 ne cesar e chavez blvd, portland, or 97212, usa"
2014,-122.547795,45.560983,"5135 ne 112th ave, portland, or 97220, usa"
2014,-122.7133471,45.470208,"3524 sw logan st, portland, or 97219, usa"
2014,-122.5427129,45.5127373,"1516 se 117th ave, portland, or 97216, usa"
2014,-122.699485,45.479057,"6209 sw 21st ave, portland, or 97239, usa"
2014,-122.5898043,45.5451386,"7104 ne siskiyou st, portland, or 97213, usa"
2014,-122.626029,45.509178,"1917 se 37th ave, portland, or 97214, usa"
2015,-122.601553,45.467456,"6025 se lambert st, portland, or 97206, usa"
2014,-122.6934893,45.5163495,"1807 sw market st, portland, or 97201, usa"
2014,-122.6934893,45.5163495,"1811 sw market st, portland, or 97201, usa"
2014,-122.739318,45.585886,"7411 n ida ave, portland, or 97203, usa"
2014,-122.584143,45.506213,"2301 se 77th ave, portland, or 97215, usa"
2014,-122.63494,45.572175,"3003 ne dekum st, portland, or 97211, usa"
2014,-122.691538,45.4646789,"1248 sw hume ct, portland, or 97219, usa"
2014,-122.6424022,45.526247,"2248 ne glisan st, portland, or 97232, usa"
2015,-122.556296,45.480635,"10345 se ramona st, portland, or 97266, usa"
2015,-122.624608,45.470709,"3679 se knapp st, portland, or 97202, usa"
2015,-122.629325,45.569302,"6414 ne 34th ave, portland, or 97211, usa"
2015,-122.65887,45.53896,"633 ne thompson st, portland, or 97212, usa"
2015,-122.659163,45.538961,"623 ne thompson st, portland, or 97212, usa"
2015,-122.663975,45.551504,"3945 ne mallory ave, portland, or 97212, usa"
2015,-122.6538376,45.5198987,"1136 se oak st, portland, or 97214, usa"
2015,-122.722876,45.589125,"9138 n van houten ave, portland, or 97203, usa"
2015,-122.629498,45.49456,"3910 se 34th ave, portland, or 97202, usa"
2015,-122.550625,45.503439,"2558 se 109th ave, portland, or 97266, usa"
2015,-122.623764,45.46591,"3721 se nehalem st, portland, or 97202, usa"
2015,-122.648032,45.562152,"5403 ne 17th ave, portland, or 97211, usa"
2015,-122.5485169,45.532117,"1307 ne 111th ave, portland, or 97220, usa"
2015,-122.622362,45.572437,"4005 ne columbia blvd, portland, or 97211, usa"
2015,-122.594777,45.482367,"5605 se 67th ave, portland, or 97206, usa"
2015,-122.648033,45.562059,"5329 ne 17th ave, portland, or 97211, usa"
2015,-122.535974,45.481585,"12320 se reedway st, portland, or 97236, usa"
2015,-122.559536,45.4913273,"4224 se 101st ave, portland, or 97266, usa"
2015,-122.659601,45.566674,"537 ne ainsworth st, portland, or 97211, usa"
2015,-122.6097065,45.4921836,"5117 se cora st, portland, or 97206, usa"
2015,-122.586125,45.52528,"343 ne 75th ave, portland, or 97213, usa"
2015,-122.677746,45.558007,"4826 n missouri ave, portland, or 97217, usa"
2015,-122.672478,45.574579,"7104 n kerby ave, portland, or 97217, usa"
2015,-122.609192,45.469138,"5236 se henderson st, portland, or 97206, usa"
2015,-122.649255,45.564751,"1535 ne jarrett st, portland, or 97211, usa"
2015,-122.602681,45.480319,"5903 se knight st, portland, or 97206, usa"
2015,-122.64252,45.469213,"7715 se 22nd ave, portland, or 97202, usa"
2015,-122.586515,45.525317,"342 ne 74th ave, portland, or 97213, usa"
2015,-122.6562803,45.5347607,"1626 ne 9th ave, portland, or 97232, usa"
2015,-122.64561,45.552764,"1926 ne mason st, portland, or 97211, usa"
2015,-122.713248,45.58433,"4439 n willis blvd, portland, or 97203, usa"
2015,-122.648029,45.464106,"1640 se tacoma st, portland, or 97202, usa"
2015,-122.576091,45.46215,"8500 se sherrett st, portland, or 97266, usa"
2015,-122.5824292,45.5150206,"7834 se taylor st, portland, or 97215, usa"
2015,-122.6983378,45.4937485,"4160 sw patrick pl, portland, or 97239, usa"
2015,-122.716246,45.579129,"7471 n huron ave, portland, or 97203, usa"
2015,-122.754755,45.595751,"9232 n smith st, portland, or 97203, usa"
2015,-122.733211,45.471536,"7339 sw 54th ave, portland, or 97219, usa"
2015,-122.696009,45.583974,"2821 n willis blvd, portland, or 97217, usa"
2015,-122.62166,45.467279,"4005 se lambert st, portland, or 97202, usa"
2015,-122.611528,45.515725,"1017 se 50th ave, portland, or 97215, usa"
2015,-122.635194,45.570199,"2937 ne rosa parks way, portland, or 97211, usa"
2015,-122.719776,45.583131,"7933 n courtenay ave, portland, or 97203, usa"
2015,-122.616533,45.548515,"4525 ne fremont st, portland, or 97213, usa"
2015,-122.6167342,45.5484649,"4515 ne fremont st, portland, or 97213, usa"
2015,-122.733211,45.471399,"7345 sw 54th ave, portland, or 97219, usa"
2015,-122.655757,45.560437,"920 ne sumner st, portland, or 97211, usa"
2015,-122.6485328,45.4697222,"7627 se milwaukie ave, portland, or 97202, usa"
2015,-122.693549,45.579637,"2602 n terry st, portland, or 97217, usa"
2015,-122.723691,45.577131,"5025 n amherst st, portland, or 97203, usa"
2015,-122.620101,45.546418,"3215 ne 42nd ave, portland, or 97213, usa"
2015,-122.609002,45.530985,"5252 ne multnomah st, portland, or 97213, usa"
